"id","url_id","hotel_id","language","event_type","status","error_message","duration_ms","worker_id","extra_data","scraped_at"
"126404a8-eba5-4e7f-a89b-9a1f979b0127","f18d136f-0db5-43db-8c0e-0cdf45517523",NULL,"nl","scrape_success","done",NULL,210389,NULL,"{}","2026-03-10 20:10:31.091926+00"
"706a700d-1d36-495f-9114-8330ea14cb7f","0ba54c40-803c-4910-bf6a-43f8072a51cd",NULL,"nl","scrape_success","done",NULL,214946,NULL,"{}","2026-03-10 20:12:04.262508+00"
"cd45447e-899b-4dc6-bf7e-5d0f081cbd02","f18d136f-0db5-43db-8c0e-0cdf45517523",NULL,"pt","scrape_success","done",NULL,182149,NULL,"{}","2026-03-10 20:13:33.43849+00"
"049f99b1-e932-4388-a265-a5462627a72b","0ba54c40-803c-4910-bf6a-43f8072a51cd",NULL,"pt","scrape_success","done",NULL,181403,NULL,"{}","2026-03-10 20:15:06.055+00"
"8ad14ce7-44c3-420f-8ef9-043613aff9ff","7793107e-04f6-4fac-bb56-07237bc49104",NULL,"es","scrape_success","done",NULL,182559,NULL,"{}","2026-03-10 20:16:36.45421+00"
"09b59f4e-8bc2-4e2e-b4e6-f1b271e9f5d5","b3294503-ab5f-41da-9c24-cf78b47285ea",NULL,"es","scrape_success","done",NULL,179220,NULL,"{}","2026-03-10 20:18:05.596939+00"
"3fe84088-f2ed-4a58-8e43-f9fae4f4b7d5","7793107e-04f6-4fac-bb56-07237bc49104",NULL,"en","scrape_success","done",NULL,281449,NULL,"{}","2026-03-10 20:21:18.246134+00"
"8f462bdd-8de5-4b53-84a9-091343e2c730","b3294503-ab5f-41da-9c24-cf78b47285ea",NULL,"en","scrape_success","done",NULL,386730,NULL,"{}","2026-03-10 20:24:32.589763+00"
"65562feb-ad6f-4776-ac8e-4996c506836a","7793107e-04f6-4fac-bb56-07237bc49104",NULL,"de","scrape_success","done",NULL,273130,NULL,"{}","2026-03-10 20:26:02.14567+00"
"25538dda-a6ab-4cb1-a5d4-41d9c354c956","b3294503-ab5f-41da-9c24-cf78b47285ea",NULL,"de","scrape_success","done",NULL,169039,NULL,"{}","2026-03-10 20:27:31.507021+00"
"e01bded4-6238-469c-938a-b55491c6afa9","7793107e-04f6-4fac-bb56-07237bc49104",NULL,"fr","scrape_success","done",NULL,177031,NULL,"{}","2026-03-10 20:28:59.445789+00"
"e419ff05-fbef-4f17-b9bb-67490b85060e","b3294503-ab5f-41da-9c24-cf78b47285ea",NULL,"fr","scrape_success","done",NULL,177941,NULL,"{}","2026-03-10 20:30:29.680534+00"
